"iso3c","year","shec"
"CIV",2016,46.1608606053071
"CIV",2017,46.1779525918559
"CIV",2018,46.1612146472014
"CIV",2019,46.1444827694853
"CMR",2009,32.1186236535159
"CMR",2010,32.0139554025454
"CMR",2011,31.8046189006046
"CMR",2012,31.9354542143176
"CMR",2013,31.778451837862
"CMR",2014,31.4382800222081
"CMR",2015,32.0924565907732
"CMR",2016,32.1971248417437
"CMR",2017,31.8569530260898
"CMR",2018,31.8434694702118
"CMR",2019,31.8299916212914
"COD",1950,43.7
"COD",1951,43.7
"COD",1952,43.39
"COD",1953,42.66
"COD",1954,41.73
"COD",1955,41.05
"COD",1956,40.39
"COD",1957,39.82
"COD",1958,39.36
"COD",1959,39.23
"COD",1960,39.27
"COD",2009,46.760787637707
"COD",2010,45.3707193766584
"COD",2011,44.9073632896422
"COD",2012,44.9073632896422
"COD",2013,44.0269867243114
"COD",2014,43.3782882024887
"COD",2015,44.1659935504163
"COD",2016,44.6756852461341
"COD",2017,43.9806511156098
"COD",2018,43.8030011780673
"COD",2019,43.626068817448
"COG",1960,68.19
"COG",2009,44.4084484178055
"COG",2010,43.8826685103485
"COG",2011,43.5090880497869
"COG",2012,43.8688321969943
"COG",2013,43.7996506302237
"COG",2014,43.8411595702861
"COG",2015,44.6990109982423
"COG",2016,44.6990109982423
"COG",2017,44.463793671222
"COG",2018,44.5854083990573
"COG",2019,44.7073557602738
"COL",1946,57.8784517297447
"COL",1947,57.1579980941111
"COL",1948,56.4465124495965
"COL",1949,55.7438831653329
"COL",2009,33.127953066838
"COL",2010,32.5880410665167
"COL",2011,31.076287465617
"COL",2012,30.8963167988433
"COL",2013,31.1122815989718
"COL",2014,31.1842698656813
"COL",2015,32.1201173329049
"COL",2016,32.6240351998715
"COL",2017,32.5880410665167
"COL",2018,32.9393355278024
"COL",2019,33.2944168935626
"CRI",1946,43.6046349203703
"CRI",1947,43.338550531381
"CRI",1948,43.0740898436839
"CRI",1949,42.811242949122
"CRI",2009,26.2819874001607
"CRI",2010,25.9599615563053
"CRI",2011,25.6379357124498
"CRI",2012,24.8865420767872
"CRI",2013,24.6718581808836
"CRI",2014,24.4571742849799
"CRI",2015,24.1351484411245
"CRI",2016,23.8131225972691
"CRI",2017,23.5984387013655
"CRI",2018,23.3489891734332
"CRI",2019,23.1021764753257
"CYP",1950,47.17
"CYP",1951,46.77
"CYP",1952,46
"CYP",1953,45.3
"CYP",1954,44.65
"CYP",1955,43.06
"CYP",1956,41.14
"CYP",1957,39.49
"CYP",1958,38.18
"CYP",1959,38.02
"CYP",1960,38.36
"CYP",2009,26.7916869671634
"CYP",2010,26.7916869671634
"CYP",2011,26.8208008526713
"CYP",2012,26.9518133374569
"CYP",2013,26.937256394703
"CYP",2014,26.7334591961476
"CYP",2015,26.8790286236872
"CYP",2016,26.8935855664411
"CYP",2017,26.6752314251318
"CYP",2018,26.6206104811963
"CYP",2019,26.5661013806209
"CZE",2010,17.0693367084889
"CZE",2011,16.8288030300865
"CZE",2012,16.8506697281231
"CZE",2013,16.8944031241962
"CZE",2014,16.7632029359768
"CZE",2015,16.7850696340133
"CZE",2016,16.8069363320499
"CZE",2017,16.6757361438305
"CZE",2018,16.6411517852071
"CZE",2019,16.6066391522246
"DNK",1946,27.4408331559675
"DNK",1947,27.4306191656338
"DNK",1948,27.420408977138
"DNK",1949,27.4102025890649
"DNK",2010,18.7553992477497
"DNK",2011,17.9305424757584
"DNK",2012,18.2604851845549
"DNK",2013,17.8480567985593
"DNK",2014,17.1881713809663
"DNK",2015,17.9305424757584
"DNK",2016,18.0130281529575
"DNK",2017,17.6830854441611
"DNK",2018,17.5766897633118
"DNK",2019,17.4709342445507
"DOM",1946,61.2050891526003
"DOM",1947,60.6334943047554
"DOM",1948,60.0672375860532
"DOM",1949,59.5062691436601
"DOM",1950,58.9505395903189
"DOM",2009,31.911710774508
"DOM",2010,29.9342233390724
"DOM",2011,28.4840658864196
"DOM",2012,28.2204008950282
"DOM",2013,27.6930709122453
"DOM",2014,26.9020759380711
"DOM",2015,27.6930709122453
"DOM",2016,26.2429134595925
"DOM",2017,26.2429134595925
"DOM",2018,25.8744017987772
"DOM",2019,25.5110649004502
"DZA",1960,36.61
"DZA",1961,36.35
"DZA",1962,35.75
"DZA",2009,32.4055059471707
"DZA",2010,32.2510975279022
"DZA",2011,32.1996280548126
"DZA",2012,32.1481585817231
"DZA",2013,32.0452196355441
"DZA",2014,32.1996280548126
"DZA",2015,33.1775480435135
"DZA",2016,33.3062217262373
"DZA",2017,33.0746090973345
"DZA",2018,33.2658549224757
"DZA",2019,33.4582065797532
"ECU",1946,49.1238283156728
"ECU",1947,48.4339563878387
"ECU",1948,47.7537726967143
"ECU",1949,47.0831411852626
"ECU",1950,46.4219277071673
"ECU",2009,30.5849237714504
"ECU",2010,30.3323475575754
"ECU",2011,30.1158536599683
"ECU",2012,30.0797713437004
"ECU",2013,30.0196341499207
"ECU",2014,30.0196341499207
"ECU",2015,30.2361280475278
"ECU",2016,30.2722103637956
"ECU",2017,30.188018292504
"ECU",2018,30.209902616291
"ECU",2019,30.2318028047704
"EGY",1946,62.1155263721648
"EGY",1947,62.1566040135511
"EGY",1948,62.1977088200074
"EGY",1949,62.2388408094982
"EGY",2009,31.8863555584089
"EGY",2010,31.6326174646994
"EGY",2011,32.0385984146346
"EGY",2012,31.328131752248
"EGY",2013,31.5311222272156
"EGY",2014,31.8863555584089
"EGY",2015,31.5311222272156
"EGY",2016,31.3788793709899
"EGY",2017,31.7341127021832
"EGY",2018,31.8172398832341
"EGY",2019,31.9005848150786
"ERI",2009,41.1049667477189
"ERI",2010,41.5015275260342
"ERI",2011,41.0479271837146
"ERI",2012,39.5730470287474
"ERI",2013,39.5839117076054
"ERI",2014,39.0641831404535
"ERI",2015,38.5512785018084
"ERI",2016,38.0451081949014
"ERI",2017,37.5455837993507
"ERI",2018,37.0526180557158
"ERI",2019,36.5661248502547
"ESP",1946,46.8637257851728
"ESP",1947,46.5725926322506
"ESP",1948,46.2832680959356
"ESP",1949,45.995740940496
"ESP",2010,24.4958653433216
"ESP",2011,24.0848167432448
"ESP",2012,24.4958653433216
"ESP",2013,24.3784228861568
"ESP",2014,24.260980428992
"ESP",2015,24.848192714816
"ESP",2016,24.4958653433216
"ESP",2017,23.9086530574976
"ESP",2018,23.7960004413025
"ESP",2019,23.6838786208786
"EST",1990,34.04
"EST",1991,33.48
"EST",2009,30.614747902822
"EST",2010,29.9154486687479
"EST",2011,28.6167500911817
"EST",2012,28.5668001458906
"EST",2013,28.3670003647266
"EST",2014,28.2171505288536
"EST",2015,29.0662995988007
"EST",2016,29.0163496535097
"EST",2017,28.6167500911817
"EST",2018,28.630066533858
"EST",2019,28.6433891731725
"ETH",1946,49.778448401144
"ETH",1947,50.1202986985035
"ETH",1948,50.4644966308248
"ETH",1949,50.81105832034
"ETH",2009,33.8869164922512
"ETH",2010,33.9842426247074
"ETH",2011,33.6922642273388
"ETH",2012,33.3191807195901
"ETH",2013,33.3516227637421
"ETH",2014,33.0920864105256
"ETH",2015,32.9623182339173
"ETH",2016,32.9298761897653
"ETH",2017,32.9136551676892
"ETH",2018,32.8333038424454
"ETH",2019,32.7531486769849
"FIN",1946,30.3176754506853
"FIN",1947,30.0291643295631
"FIN",1948,29.7433987575562
"FIN",1949,29.4603526072838
"FIN",2010,17.7535162432892
"FIN",2011,17.5023107587324
"FIN",2012,17.7535162432892
"FIN",2013,17.7535162432892
"FIN",2014,17.5023107587324
"FIN",2015,17.9544806309346
"FIN",2016,17.9042395340232
"FIN",2017,17.6027929525551
"FIN",2018,17.5748059078593
"FIN",2019,17.5468633603449
"FRA",1946,23.8496806698134
"FRA",1947,23.8071468545835
"FRA",1948,23.7646888946853
"FRA",1949,23.7223066548375
"FRA",2010,15.3929153121289
"FRA",2011,15.0888402424234
"FRA",2012,15.3494760164567
"FRA",2013,15.3060367207845
"FRA",2014,15.2191581294401
"FRA",2015,15.5666724948178
"FRA",2016,15.5666724948178
"FRA",2017,15.3494760164567
"FRA",2018,15.3506279329085
"FRA",2019,15.351779935807
"GAB",2009,48.2146155270361
"GAB",2010,47.6029973867686
"GAB",2011,47.0537892608141
"GAB",2012,47.3408753266539
"GAB",2013,47.4781773581426
"GAB",2014,47.840155441158
"GAB",2015,48.3394355556621
"GAB",2016,48.5017015928759
"GAB",2017,48.2770255413491
"GAB",2018,48.4670948309833
"GAB",2019,48.657912433805
"GBR",1946,18.2454594666345
"GBR",1947,18.2790019895045
"GBR",1948,18.3126061770776
"GBR",1949,18.3462721427184
"GBR",2010,12.7214953134802
"GBR",2011,12.49192507028
"GBR",2012,12.37713994868
"GBR",2013,12.2623548270799
"GBR",2014,11.8032143406797
"GBR",2015,12.0901771446798
"GBR",2016,12.37713994868
"GBR",2017,12.2049622662799
"GBR",2018,12.1742532749539
"GBR",2019,12.1436215507368
"GEO",1991,82.223928737684
"GEO",1992,81.9423811001636
"GEO",2009,59.383278606578
"GEO",2010,56.102950246046
"GEO",2011,50.7450805905104
"GEO",2012,48.1208179020848
"GEO",2013,46.6993422791876
"GEO",2014,45.8245880497124
"GEO",2015,49.2142606889288
"GEO",2016,49.1049164102444
"GEO",2017,47.0273751152408
"GEO",2018,46.8502629951826
"GEO",2019,46.6738179058271
"GHA",1955,48.3
"GHA",1956,45.85
"GHA",2009,37.2608969955076
"GHA",2010,37.0604272098471
"GHA",2011,37.3277202573944
"GHA",2012,37.1081581111949
"GHA",2013,36.6976723596044
"GHA",2014,36.9267806860735
"GHA",2015,36.8885959649953
"GHA",2016,36.8217727031085
"GHA",2017,36.6881261793349
"GHA",2018,36.6052561433953
"GHA",2019,36.5225732918004
"GIN",1958,48.9512256439776
"GIN",2009,37.2608969955076
"GIN",2010,37.0604272098471
"GIN",2011,37.3277202573944
"GIN",2012,37.1081581111949
"GIN",2013,36.6976723596044
"GIN",2014,36.9267806860735
"GIN",2015,36.8885959649953
"GIN",2016,36.8217727031085
"GIN",2017,36.6881261793349
"GIN",2018,36.6052561433953
"GIN",2019,36.5225732918004
"GMB",1960,55.08
"GMB",1961,56.08
"GMB",1962,56.87
"GMB",1963,58.58
"GMB",1964,59.02
"GMB",2009,43.5039708081424
"GMB",2010,43.7093242343428
"GMB",2011,45.5575050701467
"GMB",2012,43.5039708081424
"GMB",2013,37.3433680221293
"GMB",2014,43.0932639557415
"GMB",2015,44.1200310867437
"GMB",2016,43.0932639557415
"GMB",2017,40.4236694151358
"GMB",2018,40.0272654017935
"GMB",2019,39.6347486194738
"GNB",1960,52.45
"GNB",1961,51.18
"GNB",1962,50.35
"GNB",1963,49.51
"GNB",1964,48.51
"GNB",1965,47.66
"GNB",1966,47.23
"GNB",1967,46.99
"GNB",1968,46.66
"GNB",1969,46.4
"GNB",1970,45.93
"GNB",1971,44.27
"GNB",1972,43.24
"GNB",1973,42.72
"GNB",1974,42.67
"GNB",2009,40.6833766340266
"GNB",2010,40.9010354105395
"GNB",2011,39.6883650842534
"GNB",2012,41.0565059651916
"GNB",2013,40.559000190305
"GNB",2014,41.0565059651916
"GNB",2015,40.4657178575137
"GNB",2016,40.1547767482096
"GNB",2017,39.4707063077405
"GNB",2018,39.1631434428404
"GNB",2019,38.8579771632745
"GNQ",1968,86.7013020838232
"GNQ",1969,86.226257527021
"GNQ",1970,85.7538157838505
"GNQ",1971,85.2839625932518
"GNQ",1972,84.8166837723031
"GNQ",1973,84.3519652157918
"GNQ",1974,83.8897928957891
"GNQ",1975,83.4301528612267
"GNQ",1976,82.9730312374755
"GNQ",1977,82.5184142259266
"GNQ",1978,82.0662881035752
"GNQ",1979,81.616639222606
"GNQ",1980,81.1694540099813
"GNQ",1981,80.7247189670315
"GNQ",1982,80.2824206690475
"GNQ",1983,79.8425457648751
"GNQ",1984,79.4050809765128
"GNQ",1985,78.9700130987102
"GNQ",1986,78.5373289985698
"GNQ",1987,78.1070156151504
"GNQ",1988,77.679059959073
"GNQ",1989,77.2534491121287
"GNQ",1990,76.8301702268885
"GNQ",1991,76.4092105263158
"GNQ",1992,76.8445906432748
"GNQ",1993,78.8038011695906
"GNQ",1994,76.1915204678363
"GNQ",1995,77.0622807017544
"GNQ",2009,33.2585774058577
"GNQ",2010,31.8125523012552
"GNQ",2011,31.3305439330544
"GNQ",2012,31.3305439330544
"GNQ",2013,33.8610878661088
"GNQ",2014,35.0661087866109
"GNQ",2015,40.9707112970711
"GNQ",2016,42.8987447698745
"GNQ",2017,42.2962343096234
"GNQ",2018,44.9842038088796
"GNQ",2019,47.8429965539133
"GRC",1946,48.8279460907715
"GRC",1947,48.9200090560213
"GRC",1948,49.0122456019816
"GRC",1949,49.1046560559311
"GRC",1950,49.1972407457658
"GRC",2010,29.168130832815
"GRC",2011,29.1120341954309
"GRC",2012,29.8412904814247
"GRC",2013,29.5047106571199
"GRC",2014,29.4486140197357
"GRC",2015,30.4022568552661
"GRC",2016,30.4583534926502
"GRC",2017,30.1217736683454
"GRC",2018,30.1820031424338
"GRC",2019,30.2423530473305
"GTM",1946,74.5189364383469
"GTM",1947,74.4641419219503
"GTM",1948,74.4093876965076
"GTM",1949,74.3546737323923
"GTM",2009,48.2266191878237
"GTM",2010,47.1111269373921
"GTM",2011,46.2187331370469
"GTM",2012,46.33028236209
"GTM",2013,46.2745077495684
"GTM",2014,45.2147901116585
"GTM",2015,44.4339455363564
"GTM",2016,44.4339455363564
"GTM",2017,43.6531009610543
"GTM",2018,43.1384540158132
"GTM",2019,42.6298744855418
"HND",1946,66.6145662249988
"HND",1947,66.5207265676091
"HND",1948,66.4270191017474
"HND",1949,66.3334436411962
"HND",2009,46.8891117013626
"HND",2010,44.7121235223736
"HND",2011,41.7187647762638
"HND",2012,42.716551024967
"HND",2013,43.8957529552527
"HND",2014,41.2652255723077
"HND",2015,39.9953158012308
"HND",2016,40.9931020499341
"HND",2017,39.5417765972747
"HND",2018,38.9600987357645
"HND",2019,38.3869776252069
"HRV",1991,33.1043291988371
"HRV",2009,31.1029179393126
"HRV",2010,31.176968935941
"HRV",2011,30.8437394511129
"HRV",2012,31.176968935941
"HRV",2013,30.9548159460556
"HRV",2014,30.8807649494271
"HRV",2015,31.2139944342553
"HRV",2016,30.8067139527987
"HRV",2017,30.4734844679705
"HRV",2018,30.3357947581285
"HRV",2019,30.1987271778699
"HTI",1946,60.3943178085576
"HTI",1947,60.5912107455515
"HTI",1948,60.7887455778436
"HTI",1949,60.9869243980919
"HTI",1950,61.1857493057766
"HTI",1951,61.3852224072226
"HTI",1952,61.5853458156216
"HTI",1953,61.7861216510547
"HTI",1954,61.9875520405145
"HTI",1955,62.1896391179281
"HTI",1956,62.3923850241794
"HTI",1957,62.5957919071316
"HTI",1958,62.7998619216506
"HTI",1959,63.0045972296271
"HTI",2009,57.05
"HTI",2010,54.821484375
"HTI",2011,53.930078125
"HTI",2012,53.81865234375
"HTI",2013,52.92724609375
"HTI",2014,52.03583984375
"HTI",2015,52.70439453125
"HTI",2016,53.37294921875
"HTI",2017,52.59296875
"HTI",2018,52.3564468536408
"HTI",2019,52.1209886471395
"HUN",1946,38.69793
"HUN",1947,38.45573
"HUN",1948,38.21341
"HUN",1949,37.97093
"HUN",1950,37.72825
"HUN",1951,37.48533
"HUN",1952,37.24211
"HUN",1953,36.99849
"HUN",1954,36.75438
"HUN",1955,36.50965
"HUN",1956,36.26415
"HUN",1957,36.01767
"HUN",1958,35.76996
"HUN",1959,35.52071
"HUN",1960,35.26951
"HUN",1961,35.01588
"HUN",1962,34.75916
"HUN",1963,34.49858
"HUN",1964,34.23313
"HUN",1965,33.96157
"HUN",1966,33.6823
"HUN",1967,33.39335
"HUN",1968,33.09221
"HUN",1969,32.77575
"HUN",2010,23.9693347018351
"HUN",2011,23.6195838288204
"HUN",2012,23.8644094399307
"HUN",2013,23.6895340034234
"HUN",2014,23.6545589161219
"HUN",2015,24.0043097891366
"HUN",2016,23.8993845272322
"HUN",2017,23.6545589161219
"HUN",2018,23.6137140491274
"HUN",2019,23.5729397098975
"IDN",1946,28.58
"IDN",1947,28.88
"IDN",1948,29.18
"IDN",1949,29.48
"IDN",1950,29.78
"IDN",1951,30.08
"IDN",1952,30.38
"IDN",1953,30.68
"IDN",1954,30.98
"IDN",1955,31.28
"IDN",1956,31.58
"IDN",1957,31.88
"IDN",1958,32.18
"IDN",1959,32.48
"IDN",2009,17.848845033031
"IDN",2010,17.2142543063488
"IDN",2011,16.8392688769457
"IDN",2012,16.8681139099767
"IDN",2013,16.9546490090697
"IDN",2014,16.8969589430077
"IDN",2015,17.2142543063488
"IDN",2016,17.0700291411938
"IDN",2017,16.7527337778527
"IDN",2018,16.7310880321402
"IDN",2019,16.7094702542994
"IND",1947,40.0528580437709
"IND",1948,40.1649248435669
"IND",1949,40.2773052031993
"IND",2009,19.8843292952884
"IND",2010,18.9011283052399
"IND",2011,18.6119515434609
"IND",2012,18.3227747816819
"IND",2013,18.0914333722587
"IND",2014,17.9757626675471
"IND",2015,18.0335980199029
"IND",2016,17.6865859057681
"IND",2017,17.3974091439891
"IND",2018,17.2185820317911
"IND",2019,17.0415930746765
"IRL",1946,28.4515830052396
"IRL",1947,28.3050592537058
"IRL",1948,28.1592900897027
"IRL",1949,28.0142716271549
"IRL",2010,15.6323640907222
"IRL",2011,15.3926441395623
"IRL",2012,15.3926441395623
"IRL",2013,15.1529241884024
"IRL",2014,14.593577635696
"IRL",2015,13.3949778798966
"IRL",2016,13.5547911806699
"IRL",2017,13.4748845302833
"IRL",2018,13.1283553453457
"IRL",2019,12.7907377377759
"IRN",1946,35.0242652342166
"IRN",1947,34.5599125699668
"IRN",1948,34.1017163060113
"IRN",1949,33.649594820627
"IRN",1950,33.2034675742339
"IRN",1951,32.7632550950477
"IRN",1952,32.3288789649235
"IRN",1953,31.9002618053862
"IRN",1954,31.4773272638465
"IRN",2009,16.9297765120565
"IRN",2010,16.8236032003533
"IRN",2011,16.6112565769469
"IRN",2012,16.5354184971589
"IRN",2013,16.7174298886501
"IRN",2014,16.8994412801413
"IRN",2015,17.1421231354629
"IRN",2016,17.0511174397173
"IRN",2017,16.9449441280141
"IRN",2018,17.0287184981569
"IRN",2019,17.1129070416978
"ISR",1948,42.2778202540635
"ISR",1949,41.4712156553832
"ISR",2009,20.920766511009
"ISR",2010,20.4265615673589
"ISR",2011,19.8563250939165
"ISR",2012,20.0844196832935
"ISR",2013,19.8563250939165
"ISR",2014,19.6282305045395
"ISR",2015,19.8183093290203
"ISR",2016,19.8183093290203
"ISR",2017,19.5902147396434
"ISR",2018,19.4935590554191
"ISR",2019,19.3973802583253
"ITA",1946,52.1571227832334
"ITA",1947,51.7326893363206
"ITA",1948,51.3117097561329
"ITA",1949,50.8941559365079
"ITA",2010,28.3353479273244
"ITA",2011,27.2225422449711
"ITA",2012,27.8667981663335
"ITA",2013,27.8667981663335
"ITA",2014,27.691092005962
"ITA",2015,28.3939166474482
"ITA",2016,28.2182104870767
"ITA",2017,27.7496607260858
"ITA",2018,27.7290316192075
"ITA",2019,27.708417848014
"JAM",1953,48.4
"JAM",1954,47.89
"JAM",1955,47.2
"JAM",1956,46.45
"JAM",1957,45.64
"JAM",1958,44.48
"JAM",1959,43.59
"JAM",1960,43.01
"JAM",1961,42.34
"JAM",1962,41.87
"JAM",2009,36.312351115177
"JAM",2010,35.7679617678916
"JAM",2011,34.5582076628132
"JAM",2012,34.6186953680671
"JAM",2013,34.6186953680671
"JAM",2014,34.1952814312896
"JAM",2015,33.9533306102739
"JAM",2016,34.0743060207818
"JAM",2017,32.9855273262111
"JAM",2018,32.6708689518766
"JAM",2019,32.3592121937225
"JOR",1946,26.92967
"JOR",1947,27.02686
"JOR",1948,27.12302
"JOR",1949,27.23658
"JOR",1950,27.38264
"JOR",1951,27.50108
"JOR",1952,27.64351
"JOR",1953,27.895
"JOR",2009,17.2931347344551
"JOR",2010,17.24864344324
"JOR",2011,17.204152152025
"JOR",2012,17.1485380380063
"JOR",2013,17.1262923923987
"JOR",2014,17.0929239239875
"JOR",2015,17.1262923923987
"JOR",2016,17.1819065064175
"JOR",2017,17.1819065064175
"JOR",2018,17.1886207324057
"JOR",2019,17.1953375821325
"JPN",1946,23.2671474568612
"JPN",1947,23.3696808350391
"JPN",1948,23.4726660560422
"JPN",1949,23.5761051110458
"JPN",2010,9.58667692745541
"JPN",2011,9.33826309601429
"JPN",2012,9.30277540580842
"JPN",2013,9.83509075889653
"JPN",2014,9.8705784491024
"JPN",2015,10.1899676609553
"JPN",2016,9.97704151972002
"JPN",2017,9.8705784491024
"JPN",2018,9.99222471364147
"JPN",2019,10.1153701622205
"KAZ",1991,44.0100509917171
"KAZ",1992,43.8950254958586
"KAZ",2009,37.6631522763084
"KAZ",2010,36.808116569141
"KAZ",2011,35.8818278863764
"KAZ",2012,35.9887073497723
"KAZ",2013,35.2405511060009
"KAZ",2014,35.6680689595846
"KAZ",2015,36.8437430569397
"KAZ",2016,37.5918993007111
"KAZ",2017,36.914996032537
"KAZ",2018,37.1114124399166
"KAZ",2019,37.3088739349093
"KEN",1950,38.32
"KEN",1951,37.88
"KEN",1952,37.39
"KEN",1953,36.98
"KEN",1954,36.57
"KEN",1955,36.03
"KEN",1956,35.37
"KEN",1957,34.87
"KEN",1958,34.48
"KEN",1959,34.35
"KEN",1960,34.33
"KEN",1961,34.3
"KEN",1962,34.65
"KEN",1963,34.99
"KEN",2009,28.8237250998156
"KEN",2010,28.5766655124983
"KEN",2011,28.4119591209534
"KEN",2012,28.1978408119451
"KEN",2013,28.1813701727906
"KEN",2014,27.9507812246278
"KEN",2015,28.0825463378637
"KEN",2016,27.9672518637822
"KEN",2017,27.7037216373104
"KEN",2018,27.606311940527
"KEN",2019,27.5092447482328
"KGZ",1991,39.471867976954
"KGZ",1992,39.4556039308619
"KGZ",2009,38.2040535226221
"KGZ",2010,38.171982159126
"KGZ",2011,37.9635182964013
"KGZ",2012,38.0036075007714
"KGZ",2013,37.8352328424168
"KGZ",2014,37.7710901154246
"KGZ",2015,37.9635182964013
"KGZ",2016,37.9795539781493
"KGZ",2017,37.8512685241649
"KGZ",2018,37.821089154697
"KGZ",2019,37.7909338476813
"SRB",1990,24.8350515463917
"SRB",1991,25.719587628866
"SRB",1992,26.6041237113402
"SRB",1993,27.4886597938144
"SRB",1994,28.3731958762887
"SRB",1995,28.9969072164948
"SRB",1996,29.620618556701
"SRB",1997,30.2443298969072
"SRB",1998,30.8680412371134
"SRB",1999,31.4917525773196
"SRB",2000,33
"SRB",2001,32.4
"SRB",2002,34.2
"SRB",2003,34.5
"SRB",2004,33.8
"SRB",2005,34.4
"SRB",2006,34.7
"SRB",2007,35
"SRB",2008,34.8
"SRB",2009,35.9
"SRB",2010,35.5
"SRB",2011,35
"SRB",2012,35.7
"SRB",2013,35
"SRB",2014,34.7
"SRB",2015,35.2
"SRB",2016,34.5
"SRB",2017,34.4057707472431
"SRB",2018,34.311798861213
"SRB",2019,34.2180836389684
"KHM",1953,56.02044
"KHM",1954,56.02083
"KHM",1955,56.00756
"KHM",1956,56.00903
"KHM",1957,55.9946
"KHM",1958,55.99732
"KHM",1959,55.98154
"KHM",1960,55.98571
"KHM",1961,55.96836
"KHM",1962,55.97423
"KHM",1963,55.95505
"KHM",1964,55.9629
"KHM",1965,55.94159
"KHM",1966,55.95173
"KHM",1967,55.92795
"KHM",1968,55.94075
"KHM",1969,55.9141
"KHM",2009,46.6654342874275
"KHM",2010,46.6654342874275
"KHM",2011,45.3846374610789
"KHM",2012,44.3884621516966
"KHM",2013,45.5269482195621
"KHM",2014,44.3884621516966
"KHM",2015,45.9538804950116
"KHM",2016,49.2270279401247
"KHM",2017,36.5613704351218
"KHM",2018,35.4633870462238
"KHM",2019,34.3983774629558
"KOR",1946,61.9690515819697
"KOR",1947,62.4738260395349
"KOR",1948,62.9827121826352
"KOR",1949,63.4957435033731
"KOR",1950,64.0129537666643
"KOR",1951,64.5343770124593
"KOR",1952,65.0600475579845
"KOR",2010,21.0575758115668
"KOR",2011,20.2315588237839
"KOR",2012,20.3692283217477
"KOR",2013,20.3003935727658
"KOR",2014,19.9562198278563
"KOR",2015,20.4380630707296
"KOR",2016,20.0938893258201
"KOR",2017,19.4743765849829
"KOR",2018,19.3035507769353
"KOR",2019,19.1342234228468
"KWT",1970,25.7375530414441
"KWT",1971,25.0881742916961
"KWT",1972,24.4551798796489
"KWT",1973,23.8381564155481
"KWT",1974,23.2367009397886
"KWT",1975,22.6504206597538
"KWT",1976,22.0789326932943
"KWT",1977,21.5218638186793
"KWT",1978,20.9788502308562
"KWT",1979,20.4495373038608
"KWT",1980,19.9335793592216
"KWT",1981,19.4306394402071
"KWT",1982,18.94038909177
"KWT",1983,18.4625081460426
"KWT",1984,17.9966845132449
"KWT",1985,17.5426139778679
"KWT",2009,18.0612042954067
"KWT",2010,17.7801388930012
"KWT",2011,17.1243196207217
"KWT",2012,16.9369426857847
"KWT",2013,17.2180080881902
"KWT",2014,17.7332946592669
"KWT",2015,18.8107120351547
"KWT",2016,19.0449332038259
"KWT",2017,18.8107120351547
"KWT",2018,19.2148860882618
"KWT",2019,19.6277443775052
"LAO",1953,35.73983
"LAO",1954,36.27141
"LAO",1955,36.8033
"LAO",1956,37.335
"LAO",1957,37.86609
"LAO",1958,38.39782
"LAO",1959,38.93065
"LAO",1960,39.46168
"LAO",1961,39.99095
"LAO",1962,40.52484
"LAO",1963,41.06086
"LAO",1964,41.58596
"LAO",1965,42.11046
"LAO",1966,42.65908
"LAO",1967,43.20011
"LAO",1968,43.69109
"LAO",1969,44.21723
"LAO",2009,34.7195628569084
"LAO",2010,28.9034008402672
"LAO",2011,24.8320874286183
"LAO",2012,22.5056226219618
"LAO",2013,23.378046924458
"LAO",2014,18.1435011094809
"LAO",2015,19.0159254119771
"LAO",2016,16.6894606053206
"LAO",2017,14.9446120003282
"LAO",2018,13.8567933716491
"LAO",2019,12.8481570843298
"LBN",1946,29.2796
"LBN",1947,29.28024
"LBN",1948,29.28022
"LBN",1949,29.27914
"LBN",1950,29.27718
"LBN",1951,29.27535
"LBN",1952,29.27517
"LBN",1953,29.27781
"LBN",1954,29.28296
"LBN",1955,29.28813
"LBN",1956,29.28925
"LBN",1957,29.28289
"LBN",1958,29.26939
"LBN",1959,29.25491
"LBN",1960,29.25029
"LBN",1961,29.26532
"LBN",1962,29.30055
"LBN",1963,29.34069
"LBN",1964,29.35737
"LBN",1965,29.32231
"LBN",1966,29.23137
"LBN",1967,29.12023
"LBN",1968,29.06572
"LBN",1969,29.1435
"LBN",2009,31.0759315274962
"LBN",2010,30.84008221622
"LBN",2011,30.8138767371893
"LBN",2012,30.8662876952507
"LBN",2013,30.9449041323428
"LBN",2014,31.1021370065269
"LBN",2015,31.2331644016804
"LBN",2016,31.2855753597417
"LBN",2017,31.2069589226497
"LBN",2018,31.2756520438343
"LBN",2019,31.3444963731168
"LBR",1946,33.87111
"LBR",1947,33.74177
"LBR",1948,33.61242
"LBR",1949,33.48307
"LBR",1950,33.35372
"LBR",1951,33.22438
"LBR",1952,33.09503
"LBR",1953,32.96568
"LBR",1954,32.83633
"LBR",1955,32.70699
"LBR",1956,32.57764
"LBR",1957,32.44829
"LBR",1958,32.31894
"LBR",1959,32.1896
"LBR",1960,32.06025
"LBR",1961,31.9309
"LBR",1962,31.80156
"LBR",1963,31.67221
"LBR",1964,31.54286
"LBR",1965,31.41351
"LBR",1966,31.28417
"LBR",1967,31.15482
"LBR",1968,31.02547
"LBR",1969,30.93621
"LBR",2009,44.6181934650225
"LBR",2010,42.012238951435
"LBR",2011,40.0076585563677
"LBR",2012,38.0030781613004
"LBR",2013,39.005368358834
"LBR",2014,36.5998718847533
"LBR",2015,37.4017040427802
"LBR",2016,36.80032992426
