"iso3c","year","lo","bq","cr"
"MLT",1998,6,3,4
"MMR",1998,3,1,1
"MNG",1998,4,2,4
"MOZ",1998,3,0,4
"MRT",1998,NA,NA,NA
"MUS",1998,NA,NA,NA
"MWI",1998,4,2,3
"MYS",1998,4.91666666666667,3,3.75
"NAM",1998,6,2,3
"NER",1998,2,1,0
"NGA",1998,3,0,1.5
"NIC",1998,4,1,4
"NLD",1998,6,4,6
"NOR",1998,6,4,5
"NPL",1998,NA,NA,NA
"NZL",1998,6,4,5
"OMN",1998,5,2,3
"PAK",1998,3,2,3
"PAN",1998,3,3,2
"PER",1998,3,2,3
"PHL",1998,4,3,3.41666666666667
"PLW",1998,NA,NA,NA
"PNG",1998,3,2,4
"POL",1998,5,3,5
"PRK",1998,5,0,2
"PRT",1998,5,3,5
"PRY",1998,4,1,2
"QAT",1998,6,2,2
"ROU",1998,5,1,3
"RUS",1998,3.5,1,2
"RWA",1998,NA,NA,NA
"SAU",1998,5,2,2
"SDN",1998,2,1,1
"SEN",1998,3,1,3
"SGP",1998,6,4,4
"SLB",1998,NA,NA,NA
"SLE",1998,2.83333333333333,0,3
"SLV",1998,3,2,4
"SMR",1998,NA,NA,NA
"SOM",1998,2,0,1
"SRB",1998,NA,NA,NA
"STP",1998,NA,NA,NA
"SUR",1998,3,2,3
"SVK",1998,5,3,3.16666666666667
"SVN",1998,NA,NA,NA
"SWE",1998,6,4,6
"SWZ",1998,NA,NA,NA
"SYC",1998,NA,NA,NA
"SYR",1998,5,1,4
"TCD",1998,NA,NA,NA
"TGO",1998,3,0,2
"THA",1998,5,2,2
"TJK",1998,NA,NA,NA
"TKM",1998,NA,NA,NA
"TTO",1998,4,3,3
"TUN",1998,5,2,3
"TUR",1998,4,2,2
"TWN",1998,4,3,3
"TZA",1998,5,1,2
"UGA",1998,4,2,2
"UKR",1998,4,1,3
"URY",1998,3,2,3
"USA",1998,6,4,4
"UZB",1998,NA,NA,NA
"VCT",1998,NA,NA,NA
"VEN",1998,4,1,3
"VNM",1998,5,2,2
"VUT",1998,NA,NA,NA
"WSM",1998,NA,NA,NA
"YEM",1998,3,1,3
"YUG",1998,4.83333333333333,2,2.33333333333333
"ZAF",1998,2.58333333333333,2.41666666666667,3.66666666666667
"ZMB",1998,4,1,3
"ZWE",1998,4,2,2
"AFG",1999,NA,NA,NA
"AGO",1999,3,1,2
"ALB",1999,2.41666666666667,1,2.33333333333333
"AND",1999,NA,NA,NA
"ARE",1999,4,3,2
"ARG",1999,5,3,2.08333333333333
"ARM",1999,3.16666666666667,1,2
"ATG",1999,NA,NA,NA
"AUS",1999,6,4,5
"AUT",1999,6,4,4
"AZE",1999,4.08333333333333,1,2
"BDI",1999,NA,NA,NA
"BEL",1999,5,4,3
"BEN",1999,NA,NA,NA
"BFA",1999,4,1,2
"BGD",1999,3,2,2
"BGR",1999,4,2,4
"BHR",1999,5,2,3
"BHS",1999,4,3,4
"BIH",1999,NA,NA,NA
"BLR",1999,4,1,4
"BLZ",1999,NA,NA,NA
"BOL",1999,3,2,3
"BRA",1999,2,2,3
"BRB",1999,NA,NA,NA
"BRN",1999,6,3,3
"BTN",1999,NA,NA,NA
"BWA",1999,4,2,3
"CAF",1999,NA,NA,NA
"CAN",1999,6,4,6
"CHE",1999,6,4,5
"CHL",1999,5,3,4
"CHN",1999,5,2,2
"CIV",1999,3,2,2
"CMR",1999,3,1,2
"COD",1999,1,0,1
"COG",1999,1,1,4
"COL",1999,2,2,2
"COM",1999,NA,NA,NA
"CPV",1999,NA,NA,NA
"CRI",1999,4,2,5
"CUB",1999,4.16666666666667,2,2
"CYP",1999,5,4,4
"CZE",1999,5,3,4
"DEU",1999,6,4,4.91666666666667
"DJI",1999,NA,NA,NA
"DMA",1999,NA,NA,NA
"DNK",1999,6,4,6
"DOM",1999,4,1,4
"DZA",1999,2,2,2
"ECU",1999,3,2,3
"EGY",1999,4,2,2
"ERI",1999,NA,NA,NA
"ESP",1999,4,3,4.5
"EST",1999,4,3,5
"ETH",1999,5,1,2
"FIN",1999,6,4,6
"FJI",1999,NA,NA,NA
"FRA",1999,5,4,3.25
"FSM",1999,NA,NA,NA
"GAB",1999,3,2,1
"GBR",1999,6,4,5
"GEO",1999,NA,NA,NA
"GHA",1999,2.75,2,2
"GIN",1999,3,2,3
"GMB",1999,5,2,3
"GNB",1999,1,1,2
"GNQ",1999,NA,NA,NA
"GRC",1999,3.08333333333333,3,5
"GRD",1999,NA,NA,NA
"GTM",1999,2,2,4
"GUY",1999,4,3,3
"HND",1999,2,2,2
"HRV",1999,5,2.08333333333333,2
"HTI",1999,2,0,2
"HUN",1999,6,4,5
"IDN",1999,2,2.83333333333333,1.08333333333333
"IND",1999,4,3,3
"IRL",1999,6,4,2.08333333333333
"IRN",1999,5,2,4
"IRQ",1999,2,0,1
"ISL",1999,6,4,6
"ISR",1999,5,4,3
"ITA",1999,6,3,3
"JAM",1999,2.08333333333333,3,3
"JOR",1999,4,2,3.16666666666667
"JPN",1999,6,4,2.08333333333333
"KAZ",1999,4,2,3
"KEN",1999,2,2,2
"KGZ",1999,NA,NA,NA
"KHM",1999,NA,NA,NA
"KIR",1999,NA,NA,NA
"KNA",1999,NA,NA,NA
"KOR",1999,4,3,3.5
"KWT",1999,5,2,3
"LAO",1999,NA,NA,NA
"LBN",1999,4,2,1
"LBR",1999,2,0,1.08333333333333
"LBY",1999,4,1,4
"LCA",1999,NA,NA,NA
"LIE",1999,NA,NA,NA
"LKA",1999,3,2,4
"LSO",1999,NA,NA,NA
"LTU",1999,4,2,3
"LUX",1999,6,4,5
"LVA",1999,4.25,2,3
"MAR",1999,6,2,3
"MCO",1999,NA,NA,NA
"MDA",1999,5,2,2
"MDG",1999,3,1,4
"MDV",1999,NA,NA,NA
"MEX",1999,2,3,2
"MHL",1999,NA,NA,NA
"MKD",1999,NA,NA,NA
"MLI",1999,3,0,2
"MLT",1999,6,3,4
"MMR",1999,3,1,1
"MNG",1999,4,2,3.25
"MOZ",1999,3,0,4
"MRT",1999,NA,NA,NA
"MUS",1999,NA,NA,NA
"MWI",1999,4,2,3
"MYS",1999,3.33333333333333,3,3
"NAM",1999,6,2,3
"NER",1999,2,1,0
"NGA",1999,3,0.5,1
"NIC",1999,4,1,4
"NLD",1999,6,4,6
"NOR",1999,6,4,5
"NPL",1999,NA,NA,NA
"NRU",1999,NA,NA,NA
"NZL",1999,6,4,5
"OMN",1999,5,2,3
"PAK",1999,3,2,2.5
"PAN",1999,3,3,2
"PER",1999,3,2,3
"PHL",1999,4,3,4
"PLW",1999,NA,NA,NA
"PNG",1999,3,2,3.08333333333333
"POL",1999,4.58333333333333,3,3.66666666666667
"PRK",1999,5,0,2
"PRT",1999,5,3,5
"PRY",1999,3.08333333333333,1,2
"QAT",1999,6,2,2
"ROU",1999,4.08333333333333,1,3
"RUS",1999,3,1,1.33333333333333
"RWA",1999,NA,NA,NA
"SAU",1999,5,2,2
"SDN",1999,2,1,1
"SEN",1999,3,1,3
"SGP",1999,6,4,4
"SLB",1999,NA,NA,NA
"SLE",1999,3,0,3
"SLV",1999,3,2,4
"SMR",1999,NA,NA,NA
"SOM",1999,2,0,1
"SRB",1999,NA,NA,NA
"STP",1999,NA,NA,NA
"SUR",1999,3,2,3
"SVK",1999,5,3,4
"SVN",1999,5,3,4
"SWE",1999,6,4,6
"SWZ",1999,NA,NA,NA
"SYC",1999,NA,NA,NA
"SYR",1999,5,1,4
"TCD",1999,NA,NA,NA
"TGO",1999,3,0,2
"THA",1999,5,2,2.5
"TJK",1999,NA,NA,NA
"TKM",1999,NA,NA,NA
"TON",1999,NA,NA,NA
"TTO",1999,4,3,3
"TUN",1999,5,2,3
"TUR",1999,3.33333333333333,2,2
"TWN",1999,4,3,3
"TZA",1999,5,1,2
"UGA",1999,4,2,2
"UKR",1999,4,1,3
"URY",1999,3,2,3
"USA",1999,6,4,4
"UZB",1999,NA,NA,NA
"VCT",1999,NA,NA,NA
"VEN",1999,4,1,3
"VNM",1999,5,2,2
"VUT",1999,NA,NA,NA
"WSM",1999,NA,NA,NA
"YEM",1999,2,1,3
"YUG",1999,3.16666666666667,2,1
"ZAF",1999,2.25,2,3
"ZMB",1999,4,1,3
"ZWE",1999,4,2,2
"AFG",2000,NA,NA,NA
"AGO",2000,3,1,2
"ALB",2000,2,1,2
"AND",2000,NA,NA,NA
"ARE",2000,4,3,2
"ARG",2000,5,3,3
"ARM",2000,3,1,2
"ATG",2000,NA,NA,NA
"AUS",2000,6,4,5
"AUT",2000,6,4,4
"AZE",2000,4,1,2
"BDI",2000,NA,NA,NA
"BEL",2000,5,4,3.25
"BEN",2000,NA,NA,NA
"BFA",2000,4,1,2
"BGD",2000,2.08333333333333,2,2
"BGR",2000,4,2,3.25
"BHR",2000,5,2,3
"BHS",2000,4,3,4
"BIH",2000,NA,NA,NA
"BLR",2000,4,1,3.33333333333333
"BLZ",2000,NA,NA,NA
"BOL",2000,3,2,3
"BRA",2000,2,2,3
"BRB",2000,NA,NA,NA
"BRN",2000,6,3,3
"BTN",2000,NA,NA,NA
"BWA",2000,4,2,3
"CAF",2000,NA,NA,NA
"CAN",2000,6,4,6
"CHE",2000,6,4,5
"CHL",2000,5,3,4
"CHN",2000,4.75,2,1.08333333333333
"CIV",2000,3,0.166666666666667,2.08333333333333
"CMR",2000,2.25,1,2
"COD",2000,1,0,1
"COG",2000,1.75,1,4
"COL",2000,1.16666666666667,2,2
"COM",2000,NA,NA,NA
"CPV",2000,NA,NA,NA
"CRI",2000,4,2,5
"CUB",2000,4,2,2
"CYP",2000,5,4,4
"CZE",2000,5,3,4
"DEU",2000,5.66666666666667,4,4
"DJI",2000,NA,NA,NA
"DMA",2000,NA,NA,NA
"DNK",2000,6,4,6
"DOM",2000,4,1,4
"DZA",2000,2,2,2
"ECU",2000,3,2,3
"EGY",2000,4,2,2
"ERI",2000,NA,NA,NA
"ESP",2000,4,3.5,4
"EST",2000,4,3,5
"ETH",2000,5,1,2
"FIN",2000,6,4,6
"FJI",2000,NA,NA,NA
"FRA",2000,5,4,3
"FSM",2000,NA,NA,NA
"GAB",2000,3,2,1
"GBR",2000,6,4,5
"GEO",2000,NA,NA,NA
"GHA",2000,2,2,2
"GIN",2000,3,2,3
"GMB",2000,5,2,3
"GNB",2000,1,1,2
"GNQ",2000,NA,NA,NA
"GRC",2000,3,3,5
"GRD",2000,NA,NA,NA
"GTM",2000,2,2,4
"GUY",2000,4,3,3
"HND",2000,2,2,2
"HRV",2000,5,3,2.66666666666667
"HTI",2000,2,0,2
"HUN",2000,4.33333333333333,4,4.91666666666667
"IDN",2000,2,3,1.91666666666667
"IND",2000,4,3,3
"IRL",2000,6,4,2
"IRN",2000,5,2,4
"IRQ",2000,2,0,1
"ISL",2000,6,4,6
"ISR",2000,5,4,3
"ITA",2000,6,3,3
"JAM",2000,2,3,2.83333333333333
"JOR",2000,4,2,3
"JPN",2000,5.08333333333333,4,3
"KAZ",2000,4,2,2.66666666666667
"KEN",2000,2,2,2
"KGZ",2000,NA,NA,NA
"KHM",2000,NA,NA,NA
"KIR",2000,NA,NA,NA
"KNA",2000,NA,NA,NA
"KOR",2000,4,3,3
"KWT",2000,5,2,2
"LAO",2000,NA,NA,NA
"LBN",2000,4,2,1
"LBR",2000,2,0,2.5
"LBY",2000,4,1,4
"LCA",2000,NA,NA,NA
"LIE",2000,NA,NA,NA
"LKA",2000,3,2,4
"LSO",2000,NA,NA,NA
"LTU",2000,4,2,3
"LUX",2000,6,4,5
"LVA",2000,5,2,3
"MAR",2000,6,2,3
"MCO",2000,NA,NA,NA
"MDA",2000,5,2,2
"MDG",2000,3,1,4
"MDV",2000,NA,NA,NA
"MEX",2000,2,3,2.83333333333333
"MHL",2000,NA,NA,NA
"MKD",2000,NA,NA,NA
"MLI",2000,3,0,2
"MLT",2000,5.5,3,4
"MMR",2000,3,1,1
"MNG",2000,4,2,3
"MOZ",2000,3,0,2.16666666666667
"MRT",2000,NA,NA,NA
"MUS",2000,NA,NA,NA
"MWI",2000,4,2,3
"MYS",2000,3,3,3
"NAM",2000,6,2,3
"NER",2000,2,1,1
"NGA",2000,3,1,1
"NIC",2000,4,1,4
"NLD",2000,6,4,6
"NOR",2000,6,4,5
"NPL",2000,NA,NA,NA
"NRU",2000,NA,NA,NA
"NZL",2000,6,4,5
"OMN",2000,5,2,3
"PAK",2000,3,2,2
"PAN",2000,3,3,2
"PER",2000,3,2,3.08333333333333
"PHL",2000,3.08333333333333,3,2.41666666666667
"PLW",2000,NA,NA,NA
"PNG",2000,2.08333333333333,2,2.08333333333333
"POL",2000,4,3,3
"PRK",2000,5,0,2
"PRT",2000,5,3,5
"PRY",2000,3,1,2
"QAT",2000,6,2,2
"ROU",2000,4,1,3
"RUS",2000,3,1,1
"RWA",2000,NA,NA,NA
"SAU",2000,5,2,2
"SDN",2000,2,1,1
"SEN",2000,3,1,3
"SGP",2000,6,4,4
"SLB",2000,NA,NA,NA
"SLE",2000,3,0,3
"SLV",2000,3,2,4
"SMR",2000,NA,NA,NA
"SOM",2000,2,0,1
"SRB",2000,NA,NA,NA
"STP",2000,NA,NA,NA
"SUR",2000,3,2,3
"SVK",2000,4.58333333333333,3,4
"SVN",2000,5,3,4
"SWE",2000,6,4,6
"SWZ",2000,NA,NA,NA
"SYC",2000,NA,NA,NA
"SYR",2000,5,1,2.83333333333333
"TCD",2000,NA,NA,NA
"TGO",2000,3,0,2
"THA",2000,5,2,2.25
"TJK",2000,NA,NA,NA
"TKM",2000,NA,NA,NA
"TON",2000,NA,NA,NA
"TTO",2000,4,3,3
"TUN",2000,5,2,3
"TUR",2000,3.91666666666667,2,2.58333333333333
"TUV",2000,NA,NA,NA
"TWN",2000,4,3,2.08333333333333
"TZA",2000,5,1,2
"UGA",2000,4,2,2
"UKR",2000,4,1,2.33333333333333
"URY",2000,3,2,3
"USA",2000,6,4,4
"UZB",2000,NA,NA,NA
"VCT",2000,NA,NA,NA
"VEN",2000,4,1,3
"VNM",2000,5,2,2
"VUT",2000,NA,NA,NA
"WSM",2000,NA,NA,NA
"YEM",2000,2,1,3
"YUG",2000,2.25,2,1
"ZAF",2000,2,2,3
"ZMB",2000,4,1,2.66666666666667
"ZWE",2000,2.5,2,1.08333333333333
"AFG",2001,NA,NA,NA
"AGO",2001,3,1,2
"ALB",2001,2,1,2
"AND",2001,NA,NA,NA
"ARE",2001,4,3,2
"ARG",2001,4.66666666666667,3,2.91666666666667
"ARM",2001,3,1,1.95833333333333
"ATG",2001,NA,NA,NA
"AUS",2001,6,4,4.91666666666667
"AUT",2001,6,4,4.5
"AZE",2001,4,1,2
"BDI",2001,NA,NA,NA
"BEL",2001,5,4,4
"BEN",2001,NA,NA,NA
"BFA",2001,4,1,2
"BGD",2001,2,2,1.83333333333333
"BGR",2001,4,2,2
"BHR",2001,5,2,2.625
"BHS",2001,4,3,4
"BIH",2001,NA,NA,NA
"BLR",2001,4,1,2.83333333333333
"BLZ",2001,NA,NA,NA
"BOL",2001,3,2,2.91666666666667
"BRA",2001,2,2,2.83333333333333
"BRB",2001,NA,NA,NA
"BRN",2001,6,3,2.66666666666667
"BTN",2001,NA,NA,NA
"BWA",2001,3.83333333333333,2,3
"CAF",2001,NA,NA,NA
"CAN",2001,6,4,5.83333333333333
"CHE",2001,5.83333333333333,4,4.875
"CHL",2001,5,3,4
"CHN",2001,4,2,1
"CIV",2001,2.83333333333333,0,3
"CMR",2001,2,1,2
"COD",2001,1,0,1
"COG",2001,2,1,4
"COL",2001,1,2,2
"COM",2001,NA,NA,NA
"CPV",2001,NA,NA,NA
"CRI",2001,4,2,4.5
"CUB",2001,4,2,2.29166666666667
"CYP",2001,5,4,4
"CZE",2001,5,3,3.83333333333333
"DEU",2001,5,4,4
"DJI",2001,NA,NA,NA
"DMA",2001,NA,NA,NA
"DNK",2001,6,4,5.41666666666667
"DOM",2001,3.33333333333333,1,3.66666666666667
"DZA",2001,2,2,1.95833333333333
"ECU",2001,3,2,2.75
"EGY",2001,4,2,1.95833333333333
"ERI",2001,NA,NA,NA
"ESP",2001,4,4,3.79166666666667
"EST",2001,4,2.66666666666667,4.41666666666667
"ETH",2001,5,1,2
"FIN",2001,6,4,6
"FJI",2001,NA,NA,NA
"FRA",2001,5,3.33333333333333,3
"FSM",2001,NA,NA,NA
"GAB",2001,3,2,1
"GBR",2001,6,4,4.91666666666667
"GEO",2001,NA,NA,NA
"GHA",2001,2,2,2.91666666666667
"GIN",2001,3,2,3
"GMB",2001,5,2,3
"GNB",2001,1,1,2
"GNQ",2001,NA,NA,NA
"GRC",2001,3,3,4.58333333333333
"GRD",2001,NA,NA,NA
"GTM",2001,2,2,3.83333333333333
"GUY",2001,4,3,3
"HND",2001,1.79166666666667,2,1.91666666666667
"HRV",2001,5,3,3.83333333333333
"HTI",2001,2,0,1.16666666666667
"HUN",2001,4,4,3.16666666666667
"IDN",2001,2,2.33333333333333,1
"IND",2001,4,3,2.25
"IRL",2001,6,4,2.25
"IRN",2001,4.33333333333333,2,2.95833333333333
"IRQ",2001,2,0,1
"ISL",2001,6,4,5.83333333333333
"ISR",2001,5,4,3
"ITA",2001,6,2.70833333333333,2.91666666666667
"JAM",2001,2,3,2
"JOR",2001,4,2,3
"JPN",2001,5,4,3.08333333333333
"KAZ",2001,4,2,1.91666666666667
"KEN",2001,2,2,2
"KGZ",2001,NA,NA,NA
"KHM",2001,NA,NA,NA
"KIR",2001,NA,NA,NA
"KNA",2001,NA,NA,NA
"KOR",2001,4,3,2.91666666666667
"KWT",2001,5,2,2
"LAO",2001,NA,NA,NA
"LBN",2001,4,2,1
"LBR",2001,2,0,3.25
"LBY",2001,4,1,2.66666666666667
"LCA",2001,NA,NA,NA
"LIE",2001,NA,NA,NA
"LKA",2001,3,2,3.83333333333333
"LSO",2001,NA,NA,NA
"LTU",2001,4,2.33333333333333,2.91666666666667
"LUX",2001,6,4,5
"LVA",2001,5,2.33333333333333,2.83333333333333
"MAR",2001,6,2,3
"MCO",2001,NA,NA,NA
"MDA",2001,5,2,1.91666666666667
"MDG",2001,3,1,4
"MDV",2001,NA,NA,NA
"MEX",2001,2,3,3.41666666666667
"MHL",2001,NA,NA,NA
"MKD",2001,NA,NA,NA
"MLI",2001,3,0,2
"MLT",2001,5,3,3.5
"MMR",2001,3,1,1
"MNG",2001,4,2,2.83333333333333
"MOZ",2001,3,0,2
"MRT",2001,NA,NA,NA
"MUS",2001,NA,NA,NA
"MWI",2001,3.95833333333333,2,2.91666666666667
"MYS",2001,3,3,2.66666666666667
"NAM",2001,6,2,2.66666666666667
"NER",2001,2,1,1
"NGA",2001,2.58333333333333,1,1
"NIC",2001,4,1,3.66666666666667
"NLD",2001,6,4,5.83333333333333
"NOR",2001,6,4,5
"NPL",2001,NA,NA,NA
"NRU",2001,NA,NA,NA
"NZL",2001,6,4,5.08333333333333
"OMN",2001,5,2,2.75
"PAK",2001,3,2,1.91666666666667
"PAN",2001,3,2.41666666666667,2
"PER",2001,3,2,3.66666666666667
"PHL",2001,2,3,1.91666666666667
"PLW",2001,NA,NA,NA
"PNG",2001,2,2,1.16666666666667
"POL",2001,4,3,2.75
"PRK",2001,5,0,1.33333333333333
"PRT",2001,5,3,4.5
"PRY",2001,3,1,1.83333333333333
"QAT",2001,6,2,2
"ROU",2001,4,1,2.83333333333333
"RUS",2001,3,1,1
"RWA",2001,NA,NA,NA
"SAU",2001,5,2,2
"SDN",2001,2,1,1
"SEN",2001,3,1,3
"SGP",2001,6,4,4.08333333333333
"SLB",2001,NA,NA,NA
"SLE",2001,3,0,3
"SLV",2001,3,2,3.75
"SMR",2001,NA,NA,NA
"SOM",2001,2,0,1
"SRB",2001,NA,NA,NA
"STP",2001,NA,NA,NA
"SUR",2001,3,2,2.83333333333333
"SVK",2001,4,3,3.75
"SVN",2001,5,3,3.83333333333333
"SWE",2001,6,4,5.91666666666667
"SWZ",2001,NA,NA,NA
"SYC",2001,NA,NA,NA
"SYR",2001,5,1,2
"TCD",2001,NA,NA,NA
"TGO",2001,3,0,2
"THA",2001,5,2,1.66666666666667
"TJK",2001,NA,NA,NA
"TKM",2001,NA,NA,NA
"TON",2001,NA,NA,NA
"TTO",2001,4,3,3
"TUN",2001,5,2,2.91666666666667
"TUR",2001,4,2,2.83333333333333
"TUV",2001,NA,NA,NA
"TWN",2001,4,3,2.16666666666667
"TZA",2001,5,1,2
"UGA",2001,4,2,2
"UKR",2001,4,1,1.83333333333333
"URY",2001,2.95833333333333,2,3
"USA",2001,6,4,4.08333333333333
"UZB",2001,NA,NA,NA
"VCT",2001,NA,NA,NA
"VEN",2001,3.54166666666667,1,2.83333333333333
"VNM",2001,4.16666666666667,2,1.66666666666667
"VUT",2001,NA,NA,NA
"WSM",2001,NA,NA,NA
"YEM",2001,2,1,2.33333333333333
"YUG",2001,2.83333333333333,2,1
"ZAF",2001,2,2,2.95833333333333
"ZMB",2001,4,1,2
"ZWE",2001,1.5,2,0.166666666666667
"AFG",2002,NA,NA,NA
"AGO",2002,3,1,2
"ALB",2002,2,1.5,2
"AND",2002,NA,NA,NA
"ARE",2002,4,3,2
"ARG",2002,2.625,3,2.04166666666667
"ARM",2002,3,1,1.5
"ATG",2002,NA,NA,NA
"AUS",2002,6,4,4.5
"AUT",2002,6,4,5
"AZE",2002,4,1,2
"BDI",2002,NA,NA,NA
"BEL",2002,5,4,4
"BEN",2002,NA,NA,NA
"BFA",2002,3.58333333333333,1,2
"BGD",2002,1.5,2,1
"BGR",2002,4,2,2
"BHR",2002,5,2,2
"BHS",2002,4,3,4
"BIH",2002,NA,NA,NA
"BLR",2002,4,1,2
"BLZ",2002,NA,NA,NA
"BOL",2002,3,2,2
"BRA",2002,1.75,2,2.16666666666667
"BRB",2002,NA,NA,NA
"BRN",2002,6,3,2.5
"BTN",2002,NA,NA,NA
"BWA",2002,3.5,2,3
"CAF",2002,NA,NA,NA
"CAN",2002,6,4,4.5
"CHE",2002,5,4,4.5
"CHL",2002,5,3,4
"CHN",2002,4.5,2,1
"CIV",2002,2.5,0,3
"CMR",2002,2,1,2
"COD",2002,1,0,1
"COG",2002,2,1,3
"COL",2002,1,2,2.58333333333333
"COM",2002,NA,NA,NA
"CPV",2002,NA,NA,NA
"CRI",2002,4,2,2.95833333333333
"CUB",2002,4,2,2.5
"CYP",2002,5,4,4
"CZE",2002,5,3,2.875
"DEU",2002,5,4,4
"DJI",2002,NA,NA,NA
"DMA",2002,NA,NA,NA
"DNK",2002,6,4,5.5
"DOM",2002,2,1,2
"DZA",2002,2,2,1.5
"ECU",2002,3,2,1.625
"EGY",2002,4,2,1.5
"ERI",2002,NA,NA,NA
"ESP",2002,4.29166666666667,4,3.5
"EST",2002,4,2.5,3
"ETH",2002,5,1,2
"FIN",2002,6,4,6
"FJI",2002,NA,NA,NA
"FRA",2002,4.66666666666667,3,3
"FSM",2002,NA,NA,NA
"GAB",2002,3,2,1
"GBR",2002,6,4,4.5
"GEO",2002,NA,NA,NA
"GHA",2002,2,2,2.5
"GIN",2002,2.54166666666667,2,3
"GMB",2002,4.58333333333333,2,3
"GNB",2002,1,1,2
"GNQ",2002,NA,NA,NA
"GRC",2002,3,3,2.5
"GRD",2002,NA,NA,NA
"GTM",2002,1.58333333333333,2,1.83333333333333
"GUY",2002,3.125,3,3
"HND",2002,1.70833333333333,2,2.41666666666667
"HRV",2002,5,3,3
"HTI",2002,2,0,1
"HUN",2002,4,4,3
"IDN",2002,2,2,1
"IND",2002,4,3,1.5
"IRL",2002,6,4,3.5
"IRN",2002,4,2,2
"IRQ",2002,2,0,1
"ISL",2002,6,4,5
"ISR",2002,5,4,3
"ITA",2002,4.125,2.5,2.5
"JAM",2002,1.125,3,1.91666666666667
"JOR",2002,4,2,3
"JPN",2002,5,4,3.5
"KAZ",2002,4,2,1.5
"KEN",2002,1.58333333333333,2,2.16666666666667
"KGZ",2002,NA,NA,NA
"KHM",2002,NA,NA,NA
"KIR",2002,NA,NA,NA
"KNA",2002,NA,NA,NA
"KOR",2002,4,3,2.16666666666667
"KWT",2002,5,2,2
"LAO",2002,NA,NA,NA
"LBN",2002,4,2,1
"LBR",2002,2,0,2
"LBY",2002,4,1,2
"LCA",2002,NA,NA,NA
"LIE",2002,NA,NA,NA
"LKA",2002,3,2,3
"LSO",2002,NA,NA,NA
"LTU",2002,4,2.5,2.5
"LUX",2002,6,4,5
"LVA",2002,5,2.5,2
"MAR",2002,6,2,3
"MCO",2002,NA,NA,NA
"MDA",2002,5,2,1.5
"MDG",2002,2.54166666666667,1,3.66666666666667
"MDV",2002,NA,NA,NA
"MEX",2002,2,3,2
"MHL",2002,NA,NA,NA
"MKD",2002,NA,NA,NA
"MLI",2002,3,0,2.33333333333333
"MLT",2002,5,3,3
"MMR",2002,3,1,1
"MNG",2002,4,2,2
"MOZ",2002,3,0.666666666666667,1.66666666666667
"MRT",2002,NA,NA,NA
"MUS",2002,NA,NA,NA
"MWI",2002,3,2,2.04166666666667
"MYS",2002,3,3,2.5
"NAM",2002,6,2,1.58333333333333
"NER",2002,2,1,1
"NGA",2002,1.5,1,1
"NIC",2002,4,1,2.625
"NLD",2002,6,4,5
"NOR",2002,6,4,5
"NPL",2002,NA,NA,NA
"NRU",2002,NA,NA,NA
"NZL",2002,6,4,5.5
"OMN",2002,5,2,2.5
"PAK",2002,3,2,1.5
"PAN",2002,3,2,2
"PER",2002,3,2,2
"PHL",2002,2,3,1.5
"PLW",2002,NA,NA,NA
"PNG",2002,2,2,1
"POL",2002,4,3,2
"PRK",2002,5,0,1
"PRT",2002,5,3,3.5
"PRY",2002,2.16666666666667,1,1
"QAT",2002,5.5,2,2
"ROU",2002,4,1,2
"RUS",2002,3.41666666666667,1,1
"RWA",2002,NA,NA,NA
"SAU",2002,5,2,2
"SDN",2002,2.5,1,1
"SEN",2002,3,1,2.5
"SGP",2002,6,4,4.5
"SLB",2002,NA,NA,NA
"SLE",2002,3,0,2.75
"SLV",2002,2.5,2,2.5
"SMR",2002,NA,NA,NA
"SOM",2002,2,0,1
"SRB",2002,NA,NA,NA
"STP",2002,NA,NA,NA
"SUR",2002,3,2,2
"SVK",2002,4,3,2.5
"SVN",2002,4.75,3,3
"SWE",2002,6,4,5.5
"SWZ",2002,NA,NA,NA
"SYC",2002,NA,NA,NA
"SYR",2002,5,1,2
"TCD",2002,NA,NA,NA
"TGO",2002,3,0,1.91666666666667
"THA",2002,5,2,1.5
"TJK",2002,NA,NA,NA
"TKM",2002,NA,NA,NA
"TLS",2002,NA,NA,NA
"TON",2002,NA,NA,NA
"TTO",2002,3.58333333333333,3,2.58333333333333
"TUN",2002,5,2,2
"TUR",2002,4,2,2
"TUV",2002,NA,NA,NA
"TWN",2002,4,3,3
"TZA",2002,5,1,2
"UGA",2002,4,2,2
"UKR",2002,4,1,1
"URY",2002,2.5,2,3
"USA",2002,5.58333333333333,4,3.91666666666667
"UZB",2002,NA,NA,NA
"VCT",2002,NA,NA,NA
"VEN",2002,2,1,1.66666666666667
"VNM",2002,4,2,1.5
"VUT",2002,NA,NA,NA
"WSM",2002,NA,NA,NA
"YEM",2002,2,1,2
"YUG",2002,3,2,1
"ZAF",2002,1.79166666666667,2,2.5
"ZMB",2002,4,1,2
"ZWE",2002,0.5,2,0
"AFG",2003,NA,NA,NA
"AGO",2003,3,1,2
"ALB",2003,2,2,2
"AND",2003,NA,NA,NA
"ARE",2003,4,3,2
"ARG",2003,1.5,3,2.41666666666667
"ARM",2003,3,1,1.5
"ATG",2003,NA,NA,NA
"AUS",2003,6,4,4.5
"AUT",2003,6,4,5
"AZE",2003,4,1,2
"BDI",2003,NA,NA,NA
"BEL",2003,5,4,4
"BEN",2003,NA,NA,NA
"BFA",2003,3.5,1,2
